label,target_file,period,day,day_num,raw_path
acetone,acetone\acetone_8.csv,Period_II,Day2,2,D:\thesis\enose_data\acetone\enose_data\acetone_8.csv
acetone,acetone\acetone_9.csv,Period_II,Day2,2,D:\thesis\enose_data\acetone\enose_data\acetone_9.csv
acetone,acetone\acetone_11.csv,Period_II,Day3,3,D:\thesis\enose_data\acetone\enose_data\acetone_11.csv
acetone,acetone\acetone_12.csv,Period_II,Day3,3,D:\thesis\enose_data\acetone\enose_data\acetone_12.csv
acetone,acetone\acetone_13.csv,Period_II,Day3,3,D:\thesis\enose_data\acetone\enose_data\acetone_13.csv
acetone,acetone\acetone_14.csv,Period_II,Day3,3,D:\thesis\enose_data\acetone\enose_data\acetone_14.csv
acetone,acetone\acetone_15.csv,Period_II,Day3,3,D:\thesis\enose_data\acetone\enose_data\acetone_15.csv
acetone,acetone\acetone_16.csv,Period_II,Day4,4,D:\thesis\enose_data\acetone\enose_data\acetone_16.csv
acetone,acetone\acetone_17.csv,Period_II,Day4,4,D:\thesis\enose_data\acetone\enose_data\acetone_17.csv
acetone,acetone\acetone_18.csv,Period_II,Day4,4,D:\thesis\enose_data\acetone\enose_data\acetone_18.csv
acetone,acetone\acetone_19.csv,Period_II,Day4,4,D:\thesis\enose_data\acetone\enose_data\acetone_19.csv
acetone,acetone\acetone_20.csv,Period_II,Day4,4,D:\thesis\enose_data\acetone\enose_data\acetone_20.csv
acetone,acetone\acetone_21.csv,Period_II,Day5,5,D:\thesis\enose_data\acetone\enose_data\acetone_21.csv
acetone,acetone\acetone_22.csv,Period_II,Day5,5,D:\thesis\enose_data\acetone\enose_data\acetone_22.csv
acetone,acetone\acetone_23.csv,Period_II,Day5,5,D:\thesis\enose_data\acetone\enose_data\acetone_23.csv
acetone,acetone\acetone_24.csv,Period_II,Day5,5,D:\thesis\enose_data\acetone\enose_data\acetone_24.csv
acetone,acetone\acetone_25.csv,Period_II,Day5,5,D:\thesis\enose_data\acetone\enose_data\acetone_25.csv
acetone,acetone\acetone_26.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_26.csv
acetone,acetone\acetone_27.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_27.csv
acetone,acetone\acetone_28.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_28.csv
acetone,acetone\acetone_29.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_29.csv
acetone,acetone\acetone_30.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_30.csv
acetone,acetone\acetone_31.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_31.csv
acetone,acetone\acetone_32.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_32.csv
acetone,acetone\acetone_33.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_33.csv
acetone,acetone\acetone_34.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_34.csv
acetone,acetone\acetone_35.csv,Period_II,Day6,6,D:\thesis\enose_data\acetone\enose_data\acetone_35.csv
acetone,acetone\acetone_36.csv,Period_II,Day7,7,D:\thesis\enose_data\acetone\enose_data\acetone_36.csv
acetone,acetone\acetone_37.csv,Period_II,Day7,7,D:\thesis\enose_data\acetone\enose_data\acetone_37.csv
acetone,acetone\acetone_38.csv,Period_II,Day7,7,D:\thesis\enose_data\acetone\enose_data\acetone_38.csv
acetone,acetone\acetone_39.csv,Period_II,Day8,8,D:\thesis\enose_data\acetone\enose_data\acetone_39.csv
acetone,acetone\acetone_40.csv,Period_II,Day8,8,D:\thesis\enose_data\acetone\enose_data\acetone_40.csv
acetone,acetone\acetone_41.csv,Period_II,Day8,8,D:\thesis\enose_data\acetone\enose_data\acetone_41.csv
acetone,acetone\acetone_42.csv,Period_II,Day8,8,D:\thesis\enose_data\acetone\enose_data\acetone_42.csv
acetone,acetone\acetone_43.csv,Period_II,Day8,8,D:\thesis\enose_data\acetone\enose_data\acetone_43.csv
acetone,acetone\acetone_44.csv,Period_II,Day9,9,D:\thesis\enose_data\acetone\enose_data\acetone_44.csv
acetone,acetone\acetone_45.csv,Period_II,Day9,9,D:\thesis\enose_data\acetone\enose_data\acetone_45.csv
acetone,acetone\acetone_46.csv,Period_II,Day9,9,D:\thesis\enose_data\acetone\enose_data\acetone_46.csv
acetone,acetone\acetone_47.csv,Period_II,Day9,9,D:\thesis\enose_data\acetone\enose_data\acetone_47.csv
acetone,acetone\acetone_74.csv,Period_III,Day18,18,D:\thesis\enose_data\acetone\enose_data\acetone_74.csv
acetone,acetone\acetone_75.csv,Period_III,Day18,18,D:\thesis\enose_data\acetone\enose_data\acetone_75.csv
acetone,acetone\acetone_76.csv,Period_III,Day18,18,D:\thesis\enose_data\acetone\enose_data\acetone_76.csv
acetone,acetone\acetone_77.csv,Period_III,Day19,19,D:\thesis\enose_data\acetone\enose_data\acetone_77.csv
acetone,acetone\acetone_78.csv,Period_III,Day19,19,D:\thesis\enose_data\acetone\enose_data\acetone_78.csv
acetone,acetone\acetone_79.csv,Period_III,Day19,19,D:\thesis\enose_data\acetone\enose_data\acetone_79.csv
acetone,acetone\acetone_80.csv,Period_III,Day19,19,D:\thesis\enose_data\acetone\enose_data\acetone_80.csv
air,air\air_ob1.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_1.csv
air,air\air_ob3.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_3.csv
air,air\air_ob4.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_4.csv
air,air\air_ob5.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_5.csv
air,air\air_ob6.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_6.csv
air,air\air_ob7.csv,Period_I,,-1,D:\thesis\enose_data\air\enose_data_old\baseline\baseline_7.csv
air,air\air_1.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\air\air_1.csv
air,air\air_2.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\air\air_2.csv
air,air\air_ref1.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\reference\reference_1.csv
air,air\air_ref2.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\reference\reference_2.csv
air,air\air_ref3.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\reference\reference_3.csv
air,air\air_ref4.csv,Period_II,Day1,1,D:\thesis\enose_data\air\enose_data\reference\reference_4.csv
air,air\air_20.csv,Period_II,Day10,10,D:\thesis\enose_data\air\enose_data\air\air_20.csv
air,air\air_21.csv,Period_II,Day10,10,D:\thesis\enose_data\air\enose_data\air\air_21.csv
air,air\air_22.csv,Period_II,Day11,11,D:\thesis\enose_data\air\enose_data\air\air_22.csv
air,air\air_23.csv,Period_II,Day11,11,D:\thesis\enose_data\air\enose_data\air\air_23.csv
air,air\air_24.csv,Period_II,Day12,12,D:\thesis\enose_data\air\enose_data\air\air_24.csv
air,air\air_25.csv,Period_II,Day12,12,D:\thesis\enose_data\air\enose_data\air\air_25.csv
air,air\air_26.csv,Period_II,Day12,12,D:\thesis\enose_data\air\enose_data\air\air_26.csv
air,air\air_27.csv,Period_II,Day12,12,D:\thesis\enose_data\air\enose_data\air\air_27.csv
air,air\air_28.csv,Period_II,Day12,12,D:\thesis\enose_data\air\enose_data\air\air_28.csv
air,air\air_29.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_29.csv
air,air\air_30.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_30.csv
air,air\air_31.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_31.csv
air,air\air_32.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_32.csv
air,air\air_33.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_33.csv
air,air\air_34.csv,Period_II,Day13,13,D:\thesis\enose_data\air\enose_data\air\air_34.csv
air,air\air_35.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_35.csv
air,air\air_36.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_36.csv
air,air\air_37.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_37.csv
air,air\air_38.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_38.csv
air,air\air_39.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_39.csv
air,air\air_40.csv,Period_II,Day14,14,D:\thesis\enose_data\air\enose_data\air\air_40.csv
air,air\air_41.csv,Period_II,Day15,15,D:\thesis\enose_data\air\enose_data\air\air_41.csv
air,air\air_42.csv,Period_II,Day15,15,D:\thesis\enose_data\air\enose_data\air\air_42.csv
air,air\air_43.csv,Period_II,Day15,15,D:\thesis\enose_data\air\enose_data\air\air_43.csv
air,air\air_44.csv,Period_II,Day15,15,D:\thesis\enose_data\air\enose_data\air\air_44.csv
air,air\air_45.csv,Period_II,Day16,16,D:\thesis\enose_data\air\enose_data\air\air_45.csv
air,air\air_46.csv,Period_II,Day16,16,D:\thesis\enose_data\air\enose_data\air\air_46.csv
air,air\air_47.csv,Period_II,Day16,16,D:\thesis\enose_data\air\enose_data\air\air_47.csv
air,air\air_48.csv,Period_II,Day16,16,D:\thesis\enose_data\air\enose_data\air\air_48.csv
air,air\air_49.csv,Period_II,Day17,17,D:\thesis\enose_data\air\enose_data\air\air_49.csv
air,air\air_50.csv,Period_II,Day17,17,D:\thesis\enose_data\air\enose_data\air\air_50.csv
air,air\air_51.csv,Period_II,Day17,17,D:\thesis\enose_data\air\enose_data\air\air_51.csv
air,air\air_52.csv,Period_II,Day17,17,D:\thesis\enose_data\air\enose_data\air\air_52.csv
air,air\air_3.csv,Period_II,Day2,2,D:\thesis\enose_data\air\enose_data\air\air_3.csv
air,air\air_4.csv,Period_II,Day2,2,D:\thesis\enose_data\air\enose_data\air\air_4.csv
air,air\air_5.csv,Period_II,Day3,3,D:\thesis\enose_data\air\enose_data\air\air_5.csv
air,air\air_6.csv,Period_II,Day3,3,D:\thesis\enose_data\air\enose_data\air\air_6.csv
air,air\air_ref5.csv,Period_II,Day3,3,D:\thesis\enose_data\air\enose_data\reference\reference_5.csv
air,air\air_ref6.csv,Period_II,Day3,3,D:\thesis\enose_data\air\enose_data\reference\reference_6.csv
air,air\air_7.csv,Period_II,Day4,4,D:\thesis\enose_data\air\enose_data\air\air_7.csv
air,air\air_8.csv,Period_II,Day4,4,D:\thesis\enose_data\air\enose_data\air\air_8.csv
air,air\air_ref7.csv,Period_II,Day4,4,D:\thesis\enose_data\air\enose_data\reference\reference_7.csv
air,air\air_ref8.csv,Period_II,Day4,4,D:\thesis\enose_data\air\enose_data\reference\reference_8.csv
air,air\air_10.csv,Period_II,Day5,5,D:\thesis\enose_data\air\enose_data\air\air_10.csv
air,air\air_9.csv,Period_II,Day5,5,D:\thesis\enose_data\air\enose_data\air\air_9.csv
air,air\air_11.csv,Period_II,Day6,6,D:\thesis\enose_data\air\enose_data\air\air_11.csv
air,air\air_12.csv,Period_II,Day6,6,D:\thesis\enose_data\air\enose_data\air\air_12.csv
air,air\air_13.csv,Period_II,Day6,6,D:\thesis\enose_data\air\enose_data\air\air_13.csv
air,air\air_14.csv,Period_II,Day7,7,D:\thesis\enose_data\air\enose_data\air\air_14.csv
air,air\air_15.csv,Period_II,Day7,7,D:\thesis\enose_data\air\enose_data\air\air_15.csv
air,air\air_ref9.csv,Period_II,Day7,7,D:\thesis\enose_data\air\enose_data\reference\reference_9.csv
air,air\air_16.csv,Period_II,Day8,8,D:\thesis\enose_data\air\enose_data\air\air_16.csv
air,air\air_17.csv,Period_II,Day8,8,D:\thesis\enose_data\air\enose_data\air\air_17.csv
air,air\air_18.csv,Period_II,Day9,9,D:\thesis\enose_data\air\enose_data\air\air_18.csv
air,air\air_19.csv,Period_II,Day9,9,D:\thesis\enose_data\air\enose_data\air\air_19.csv
air,air\air_53.csv,Period_III,Day18,18,D:\thesis\enose_data\air\enose_data\air\air_53.csv
air,air\air_54.csv,Period_III,Day18,18,D:\thesis\enose_data\air\enose_data\air\air_54.csv
air,air\air_55.csv,Period_III,Day19,19,D:\thesis\enose_data\air\enose_data\air\air_55.csv
air,air\air_56.csv,Period_III,Day19,19,D:\thesis\enose_data\air\enose_data\air\air_56.csv
air,air\air_57.csv,Period_III,Day19,19,D:\thesis\enose_data\air\enose_data\air\air_57.csv
air,air\air_58.csv,Period_III,Day19,19,D:\thesis\enose_data\air\enose_data\air\air_58.csv
alcohol,alcohol\alcohol_o1.csv,Period_I,Day1,1,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_1.csv
alcohol,alcohol\alcohol_o2.csv,Period_I,Day1,1,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_2.csv
alcohol,alcohol\alcohol_o3.csv,Period_I,Day1,1,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_3.csv
alcohol,alcohol\alcohol_o4.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_4.csv
alcohol,alcohol\alcohol_o5.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_5.csv
alcohol,alcohol\alcohol_o6.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_6.csv
alcohol,alcohol\alcohol_o7.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_7.csv
alcohol,alcohol\alcohol_o8.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_8.csv
alcohol,alcohol\alcohol_o9.csv,Period_I,Day2,2,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_9.csv
alcohol,alcohol\alcohol_o10.csv,Period_I,Day3,3,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_10.csv
alcohol,alcohol\alcohol_o11.csv,Period_I,Day3,3,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_11.csv
alcohol,alcohol\alcohol_o12.csv,Period_I,Day3,3,D:\thesis\enose_data\alcohol\enose_data_old\alcohol_12.csv
alcohol,alcohol\alcohol_1.csv,Period_II,Day1,1,D:\thesis\enose_data\alcohol\enose_data\alcohol_1.csv
alcohol,alcohol\alcohol_2.csv,Period_II,Day1,1,D:\thesis\enose_data\alcohol\enose_data\alcohol_2.csv
alcohol,alcohol\alcohol_3.csv,Period_II,Day1,1,D:\thesis\enose_data\alcohol\enose_data\alcohol_3.csv
alcohol,alcohol\alcohol_4.csv,Period_II,Day1,1,D:\thesis\enose_data\alcohol\enose_data\alcohol_4.csv
alcohol,alcohol\alcohol_5.csv,Period_II,Day1,1,D:\thesis\enose_data\alcohol\enose_data\alcohol_5.csv
alcohol,alcohol\alcohol_48.csv,Period_II,Day10,10,D:\thesis\enose_data\alcohol\enose_data\alcohol_48.csv
alcohol,alcohol\alcohol_49.csv,Period_II,Day10,10,D:\thesis\enose_data\alcohol\enose_data\alcohol_49.csv
alcohol,alcohol\alcohol_50.csv,Period_II,Day10,10,D:\thesis\enose_data\alcohol\enose_data\alcohol_50.csv
alcohol,alcohol\alcohol_51.csv,Period_II,Day10,10,D:\thesis\enose_data\alcohol\enose_data\alcohol_51.csv
alcohol,alcohol\alcohol_52.csv,Period_II,Day11,11,D:\thesis\enose_data\alcohol\enose_data\alcohol_52.csv
alcohol,alcohol\alcohol_53.csv,Period_II,Day11,11,D:\thesis\enose_data\alcohol\enose_data\alcohol_53.csv
alcohol,alcohol\alcohol_54.csv,Period_II,Day11,11,D:\thesis\enose_data\alcohol\enose_data\alcohol_54.csv
alcohol,alcohol\alcohol_55.csv,Period_II,Day11,11,D:\thesis\enose_data\alcohol\enose_data\alcohol_55.csv
alcohol,alcohol\alcohol_56.csv,Period_II,Day12,12,D:\thesis\enose_data\alcohol\enose_data\alcohol_56.csv
alcohol,alcohol\alcohol_57.csv,Period_II,Day12,12,D:\thesis\enose_data\alcohol\enose_data\alcohol_57.csv
alcohol,alcohol\alcohol_58.csv,Period_II,Day13,13,D:\thesis\enose_data\alcohol\enose_data\alcohol_58.csv
alcohol,alcohol\alcohol_59.csv,Period_II,Day13,13,D:\thesis\enose_data\alcohol\enose_data\alcohol_59.csv
alcohol,alcohol\alcohol_60.csv,Period_II,Day13,13,D:\thesis\enose_data\alcohol\enose_data\alcohol_60.csv
alcohol,alcohol\alcohol_61.csv,Period_II,Day14,14,D:\thesis\enose_data\alcohol\enose_data\alcohol_61.csv
alcohol,alcohol\alcohol_62.csv,Period_II,Day14,14,D:\thesis\enose_data\alcohol\enose_data\alcohol_62.csv
alcohol,alcohol\alcohol_63.csv,Period_II,Day14,14,D:\thesis\enose_data\alcohol\enose_data\alcohol_63.csv
alcohol,alcohol\alcohol_64.csv,Period_II,Day16,16,D:\thesis\enose_data\alcohol\enose_data\alcohol_64.csv
alcohol,alcohol\alcohol_65.csv,Period_II,Day16,16,D:\thesis\enose_data\alcohol\enose_data\alcohol_65.csv
alcohol,alcohol\alcohol_66.csv,Period_II,Day16,16,D:\thesis\enose_data\alcohol\enose_data\alcohol_66.csv
alcohol,alcohol\alcohol_67.csv,Period_II,Day16,16,D:\thesis\enose_data\alcohol\enose_data\alcohol_67.csv
alcohol,alcohol\alcohol_68.csv,Period_II,Day16,16,D:\thesis\enose_data\alcohol\enose_data\alcohol_68.csv
alcohol,alcohol\alcohol_69.csv,Period_II,Day17,17,D:\thesis\enose_data\alcohol\enose_data\alcohol_69.csv
alcohol,alcohol\alcohol_70.csv,Period_II,Day17,17,D:\thesis\enose_data\alcohol\enose_data\alcohol_70.csv
alcohol,alcohol\alcohol_71.csv,Period_II,Day17,17,D:\thesis\enose_data\alcohol\enose_data\alcohol_71.csv
alcohol,alcohol\alcohol_72.csv,Period_II,Day17,17,D:\thesis\enose_data\alcohol\enose_data\alcohol_72.csv
alcohol,alcohol\alcohol_73.csv,Period_II,Day17,17,D:\thesis\enose_data\alcohol\enose_data\alcohol_73.csv
alcohol,alcohol\alcohol_10.csv,Period_II,Day2,2,D:\thesis\enose_data\alcohol\enose_data\alcohol_10.csv
alcohol,alcohol\alcohol_6.csv,Period_II,Day2,2,D:\thesis\enose_data\alcohol\enose_data\alcohol_6.csv
alcohol,alcohol\alcohol_7.csv,Period_II,Day2,2,D:\thesis\enose_data\alcohol\enose_data\alcohol_7.csv
alcohol,alcohol\alcohol_8.csv,Period_II,Day2,2,D:\thesis\enose_data\alcohol\enose_data\alcohol_8.csv
alcohol,alcohol\alcohol_9.csv,Period_II,Day2,2,D:\thesis\enose_data\alcohol\enose_data\alcohol_9.csv
alcohol,alcohol\alcohol_11.csv,Period_II,Day3,3,D:\thesis\enose_data\alcohol\enose_data\alcohol_11.csv
alcohol,alcohol\alcohol_12.csv,Period_II,Day3,3,D:\thesis\enose_data\alcohol\enose_data\alcohol_12.csv
alcohol,alcohol\alcohol_13.csv,Period_II,Day3,3,D:\thesis\enose_data\alcohol\enose_data\alcohol_13.csv
alcohol,alcohol\alcohol_14.csv,Period_II,Day3,3,D:\thesis\enose_data\alcohol\enose_data\alcohol_14.csv
alcohol,alcohol\alcohol_15.csv,Period_II,Day3,3,D:\thesis\enose_data\alcohol\enose_data\alcohol_15.csv
alcohol,alcohol\alcohol_16.csv,Period_II,Day4,4,D:\thesis\enose_data\alcohol\enose_data\alcohol_16.csv
alcohol,alcohol\alcohol_17.csv,Period_II,Day4,4,D:\thesis\enose_data\alcohol\enose_data\alcohol_17.csv
alcohol,alcohol\alcohol_18.csv,Period_II,Day4,4,D:\thesis\enose_data\alcohol\enose_data\alcohol_18.csv
alcohol,alcohol\alcohol_19.csv,Period_II,Day4,4,D:\thesis\enose_data\alcohol\enose_data\alcohol_19.csv
alcohol,alcohol\alcohol_20.csv,Period_II,Day4,4,D:\thesis\enose_data\alcohol\enose_data\alcohol_20.csv
alcohol,alcohol\alcohol_21.csv,Period_II,Day5,5,D:\thesis\enose_data\alcohol\enose_data\alcohol_21.csv
alcohol,alcohol\alcohol_22.csv,Period_II,Day5,5,D:\thesis\enose_data\alcohol\enose_data\alcohol_22.csv
alcohol,alcohol\alcohol_23.csv,Period_II,Day5,5,D:\thesis\enose_data\alcohol\enose_data\alcohol_23.csv
alcohol,alcohol\alcohol_24.csv,Period_II,Day5,5,D:\thesis\enose_data\alcohol\enose_data\alcohol_24.csv
alcohol,alcohol\alcohol_25.csv,Period_II,Day5,5,D:\thesis\enose_data\alcohol\enose_data\alcohol_25.csv
alcohol,alcohol\alcohol_26.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_26.csv
alcohol,alcohol\alcohol_27.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_27.csv
alcohol,alcohol\alcohol_28.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_28.csv
alcohol,alcohol\alcohol_29.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_29.csv
alcohol,alcohol\alcohol_30.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_30.csv
alcohol,alcohol\alcohol_31.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_31.csv
alcohol,alcohol\alcohol_32.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_32.csv
alcohol,alcohol\alcohol_33.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_33.csv
alcohol,alcohol\alcohol_34.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_34.csv
alcohol,alcohol\alcohol_35.csv,Period_II,Day6,6,D:\thesis\enose_data\alcohol\enose_data\alcohol_35.csv
alcohol,alcohol\alcohol_36.csv,Period_II,Day7,7,D:\thesis\enose_data\alcohol\enose_data\alcohol_36.csv
alcohol,alcohol\alcohol_37.csv,Period_II,Day7,7,D:\thesis\enose_data\alcohol\enose_data\alcohol_37.csv
alcohol,alcohol\alcohol_38.csv,Period_II,Day7,7,D:\thesis\enose_data\alcohol\enose_data\alcohol_38.csv
