sample_id,path,label,duration_s,collection_date,distance_cm,wind_level,total_seconds,n_rows
alcohol_58,D:\datasets\enose_export\enose_data\alcohol\alcohol_58.csv,alcohol,180,2026-05-31,8.0,1,182.183,720
alcohol_59,D:\datasets\enose_export\enose_data\alcohol\alcohol_59.csv,alcohol,180,2026-05-31,8.0,1,181.929,719
alcohol_6,D:\datasets\enose_export\enose_data\alcohol\alcohol_6.csv,alcohol,180,2026-05-15,8.0,1,181.93,719
alcohol_60,D:\datasets\enose_export\enose_data\alcohol\alcohol_60.csv,alcohol,180,2026-05-31,8.0,2,181.946,719
alcohol_61,D:\datasets\enose_export\enose_data\alcohol\alcohol_61.csv,alcohol,180,2026-06-01,8.0,2,181.929,719
alcohol_62,D:\datasets\enose_export\enose_data\alcohol\alcohol_62.csv,alcohol,180,2026-06-01,8.0,2,181.929,719
alcohol_63,D:\datasets\enose_export\enose_data\alcohol\alcohol_63.csv,alcohol,180,2026-06-01,8.0,2,182.2,720
alcohol_64,D:\datasets\enose_export\enose_data\alcohol\alcohol_64.csv,alcohol,180,2026-06-04,8.0,1,182.183,720
alcohol_65,D:\datasets\enose_export\enose_data\alcohol\alcohol_65.csv,alcohol,180,2026-06-04,8.0,1,181.93,719
alcohol_66,D:\datasets\enose_export\enose_data\alcohol\alcohol_66.csv,alcohol,180,2026-06-04,8.0,1,181.93,719
alcohol_67,D:\datasets\enose_export\enose_data\alcohol\alcohol_67.csv,alcohol,180,2026-06-04,8.0,1,182.163,720
alcohol_68,D:\datasets\enose_export\enose_data\alcohol\alcohol_68.csv,alcohol,180,2026-06-04,8.0,1,181.91,719
alcohol_69,D:\datasets\enose_export\enose_data\alcohol\alcohol_69.csv,alcohol,180,2026-06-05,8.0,1,181.929,719
alcohol_7,D:\datasets\enose_export\enose_data\alcohol\alcohol_7.csv,alcohol,180,2026-05-15,8.0,1,181.93,719
alcohol_70,D:\datasets\enose_export\enose_data\alcohol\alcohol_70.csv,alcohol,180,2026-06-05,8.0,1,182.183,720
alcohol_71,D:\datasets\enose_export\enose_data\alcohol\alcohol_71.csv,alcohol,180,2026-06-05,8.0,1,182.184,720
alcohol_72,D:\datasets\enose_export\enose_data\alcohol\alcohol_72.csv,alcohol,180,2026-06-05,8.0,1,181.93,719
alcohol_73,D:\datasets\enose_export\enose_data\alcohol\alcohol_73.csv,alcohol,180,2026-06-05,8.0,1,182.183,720
alcohol_8,D:\datasets\enose_export\enose_data\alcohol\alcohol_8.csv,alcohol,180,2026-05-15,8.0,1,182.183,720
alcohol_9,D:\datasets\enose_export\enose_data\alcohol\alcohol_9.csv,alcohol,180,2026-05-15,8.0,1,181.947,719
acetone_1,D:\datasets\enose_export\enose_data\acetone\acetone_1.csv,acetone,180,2026-05-14,8.0,1,181.93,719
acetone_10,D:\datasets\enose_export\enose_data\acetone\acetone_10.csv,acetone,180,2026-05-15,8.0,1,181.946,719
acetone_11,D:\datasets\enose_export\enose_data\acetone\acetone_11.csv,acetone,180,2026-05-19,8.0,1,181.929,719
acetone_12,D:\datasets\enose_export\enose_data\acetone\acetone_12.csv,acetone,180,2026-05-19,8.0,1,181.929,719
acetone_13,D:\datasets\enose_export\enose_data\acetone\acetone_13.csv,acetone,180,2026-05-19,8.0,1,182.183,720
acetone_14,D:\datasets\enose_export\enose_data\acetone\acetone_14.csv,acetone,180,2026-05-19,8.0,1,181.93,719
acetone_15,D:\datasets\enose_export\enose_data\acetone\acetone_15.csv,acetone,180,2026-05-19,8.0,1,181.929,719
acetone_16,D:\datasets\enose_export\enose_data\acetone\acetone_16.csv,acetone,180,2026-05-20,5.0,1,181.946,719
acetone_17,D:\datasets\enose_export\enose_data\acetone\acetone_17.csv,acetone,180,2026-05-20,5.0,1,181.947,719
acetone_18,D:\datasets\enose_export\enose_data\acetone\acetone_18.csv,acetone,180,2026-05-20,5.0,1,181.947,719
acetone_19,D:\datasets\enose_export\enose_data\acetone\acetone_19.csv,acetone,180,2026-05-20,5.0,1,182.201,720
acetone_2,D:\datasets\enose_export\enose_data\acetone\acetone_2.csv,acetone,180,2026-05-14,8.0,1,181.93,719
acetone_20,D:\datasets\enose_export\enose_data\acetone\acetone_20.csv,acetone,180,2026-05-20,8.0,1,180.172,712
acetone_21,D:\datasets\enose_export\enose_data\acetone\acetone_21.csv,acetone,180,2026-05-21,10.0,1,182.2,720
acetone_22,D:\datasets\enose_export\enose_data\acetone\acetone_22.csv,acetone,180,2026-05-21,10.0,1,181.946,719
acetone_23,D:\datasets\enose_export\enose_data\acetone\acetone_23.csv,acetone,180,2026-05-21,10.0,1,181.946,719
acetone_24,D:\datasets\enose_export\enose_data\acetone\acetone_24.csv,acetone,180,2026-05-21,10.0,1,181.932,719
acetone_25,D:\datasets\enose_export\enose_data\acetone\acetone_25.csv,acetone,180,2026-05-21,8.0,1,181.946,719
acetone_26,D:\datasets\enose_export\enose_data\acetone\acetone_26.csv,acetone,180,2026-05-21,8.0,1,182.199,720
acetone_27,D:\datasets\enose_export\enose_data\acetone\acetone_27.csv,acetone,180,2026-05-22,8.0,1,182.183,720
acetone_28,D:\datasets\enose_export\enose_data\acetone\acetone_28.csv,acetone,180,2026-05-22,10.0,1,181.93,719
acetone_29,D:\datasets\enose_export\enose_data\acetone\acetone_29.csv,acetone,180,2026-05-22,10.0,1,181.929,719
acetone_3,D:\datasets\enose_export\enose_data\acetone\acetone_3.csv,acetone,180,2026-05-14,8.0,1,181.93,719
acetone_30,D:\datasets\enose_export\enose_data\acetone\acetone_30.csv,acetone,180,2026-05-22,10.0,1,181.93,719
acetone_31,D:\datasets\enose_export\enose_data\acetone\acetone_31.csv,acetone,180,2026-05-22,5.0,1,181.946,719
acetone_32,D:\datasets\enose_export\enose_data\acetone\acetone_32.csv,acetone,180,2026-05-22,5.0,1,181.909,719
acetone_33,D:\datasets\enose_export\enose_data\acetone\acetone_33.csv,acetone,180,2026-05-23,5.0,1,181.93,719
acetone_34,D:\datasets\enose_export\enose_data\acetone\acetone_34.csv,acetone,180,2026-05-23,8.0,1,169.26,669
acetone_35,D:\datasets\enose_export\enose_data\acetone\acetone_35.csv,acetone,180,2026-05-23,10.0,1,181.929,719
acetone_36,D:\datasets\enose_export\enose_data\acetone\acetone_36.csv,acetone,180,2026-05-24,8.0,2,181.93,719
acetone_37,D:\datasets\enose_export\enose_data\acetone\acetone_37.csv,acetone,180,2026-05-24,8.0,2,182.184,720
acetone_38,D:\datasets\enose_export\enose_data\acetone\acetone_38.csv,acetone,180,2026-05-24,8.0,2,181.947,719
acetone_39,D:\datasets\enose_export\enose_data\acetone\acetone_39.csv,acetone,130,2026-05-26,8.0,1,131.735,521
acetone_4,D:\datasets\enose_export\enose_data\acetone\acetone_4.csv,acetone,180,2026-05-14,8.0,1,181.929,719
acetone_40,D:\datasets\enose_export\enose_data\acetone\acetone_40.csv,acetone,130,2026-05-26,8.0,1,131.998,522
acetone_41,D:\datasets\enose_export\enose_data\acetone\acetone_41.csv,acetone,130,2026-05-26,8.0,1,131.999,522
acetone_42,D:\datasets\enose_export\enose_data\acetone\acetone_42.csv,acetone,130,2026-05-26,8.0,1,132.025,522
acetone_43,D:\datasets\enose_export\enose_data\acetone\acetone_43.csv,acetone,130,2026-05-26,8.0,1,132.024,522
acetone_44,D:\datasets\enose_export\enose_data\acetone\acetone_44.csv,acetone,130,2026-05-27,8.0,2,131.761,521
acetone_45,D:\datasets\enose_export\enose_data\acetone\acetone_45.csv,acetone,130,2026-05-27,8.0,2,132.013,522
acetone_46,D:\datasets\enose_export\enose_data\acetone\acetone_46.csv,acetone,130,2026-05-27,8.0,2,132.025,522
acetone_47,D:\datasets\enose_export\enose_data\acetone\acetone_47.csv,acetone,130,2026-05-27,8.0,2,132.025,522
acetone_48,D:\datasets\enose_export\enose_data\acetone\acetone_48.csv,acetone,125,2026-05-28,8.0,2,126.945,502
acetone_49,D:\datasets\enose_export\enose_data\acetone\acetone_49.csv,acetone,125,2026-05-28,8.0,2,126.945,502
acetone_5,D:\datasets\enose_export\enose_data\acetone\acetone_5.csv,acetone,180,2026-05-14,8.0,1,181.945,719
acetone_50,D:\datasets\enose_export\enose_data\acetone\acetone_50.csv,acetone,125,2026-05-28,8.0,2,126.946,502
acetone_51,D:\datasets\enose_export\enose_data\acetone\acetone_51.csv,acetone,125,2026-05-28,8.0,2,126.945,502
acetone_52,D:\datasets\enose_export\enose_data\acetone\acetone_52.csv,acetone,180,2026-05-29,10.0,3,181.93,719
acetone_53,D:\datasets\enose_export\enose_data\acetone\acetone_53.csv,acetone,180,2026-05-29,10.0,3,181.929,719
acetone_54,D:\datasets\enose_export\enose_data\acetone\acetone_54.csv,acetone,180,2026-05-29,10.0,3,181.93,719
acetone_55,D:\datasets\enose_export\enose_data\acetone\acetone_55.csv,acetone,180,2026-05-29,10.0,3,181.93,719
acetone_56,D:\datasets\enose_export\enose_data\acetone\acetone_56.csv,acetone,180,2026-05-30,8.0,1,182.163,720
acetone_57,D:\datasets\enose_export\enose_data\acetone\acetone_57.csv,acetone,180,2026-05-30,8.0,1,181.929,719
acetone_58,D:\datasets\enose_export\enose_data\acetone\acetone_58.csv,acetone,180,2026-05-31,8.0,1,182.183,720
acetone_59,D:\datasets\enose_export\enose_data\acetone\acetone_59.csv,acetone,180,2026-05-31,8.0,1,181.93,719
acetone_6,D:\datasets\enose_export\enose_data\acetone\acetone_6.csv,acetone,180,2026-05-15,8.0,1,181.93,719
acetone_60,D:\datasets\enose_export\enose_data\acetone\acetone_60.csv,acetone,180,2026-05-31,8.0,2,181.946,719
acetone_61,D:\datasets\enose_export\enose_data\acetone\acetone_61.csv,acetone,180,2026-06-01,8.0,2,181.93,719
acetone_62,D:\datasets\enose_export\enose_data\acetone\acetone_62.csv,acetone,180,2026-06-01,8.0,2,181.91,719
acetone_63,D:\datasets\enose_export\enose_data\acetone\acetone_63.csv,acetone,180,2026-06-01,8.0,2,182.2,720
acetone_64,D:\datasets\enose_export\enose_data\acetone\acetone_64.csv,acetone,180,2026-06-04,8.0,1,181.93,719
acetone_65,D:\datasets\enose_export\enose_data\acetone\acetone_65.csv,acetone,180,2026-06-04,8.0,1,182.183,720
acetone_66,D:\datasets\enose_export\enose_data\acetone\acetone_66.csv,acetone,180,2026-06-04,8.0,1,181.931,719
acetone_67,D:\datasets\enose_export\enose_data\acetone\acetone_67.csv,acetone,180,2026-06-04,8.0,1,181.929,719
acetone_68,D:\datasets\enose_export\enose_data\acetone\acetone_68.csv,acetone,180,2026-06-04,8.0,1,181.93,719
acetone_69,D:\datasets\enose_export\enose_data\acetone\acetone_69.csv,acetone,180,2026-06-05,8.0,1,182.171,720
acetone_7,D:\datasets\enose_export\enose_data\acetone\acetone_7.csv,acetone,180,2026-05-15,8.0,1,181.93,719
acetone_70,D:\datasets\enose_export\enose_data\acetone\acetone_70.csv,acetone,180,2026-06-05,8.0,1,182.184,720
acetone_71,D:\datasets\enose_export\enose_data\acetone\acetone_71.csv,acetone,180,2026-06-05,8.0,1,181.93,719
acetone_72,D:\datasets\enose_export\enose_data\acetone\acetone_72.csv,acetone,180,2026-06-05,8.0,1,182.182,720
acetone_73,D:\datasets\enose_export\enose_data\acetone\acetone_73.csv,acetone,180,2026-06-05,8.0,1,181.93,719
acetone_8,D:\datasets\enose_export\enose_data\acetone\acetone_8.csv,acetone,180,2026-05-15,8.0,1,181.93,719
acetone_9,D:\datasets\enose_export\enose_data\acetone\acetone_9.csv,acetone,180,2026-05-15,8.0,1,181.946,719
