split,sample_id,paper_batch,source_train,source_val,target_labeled_train,target_domain,target_val,target_test
S1,acetone_70,Batch5,0,0,0,1,0,1
S1,acetone_71,Batch5,0,0,0,1,0,1
S1,acetone_72,Batch5,0,0,0,1,0,1
S1,acetone_73,Batch5,0,0,0,1,0,1
S1,acetone_74,Batch5,0,0,0,1,0,1
S1,acetone_75,Batch5,0,0,0,1,0,1
S1,acetone_76,Batch5,0,0,0,1,0,1
S1,acetone_77,Batch5,0,0,0,1,0,1
S1,acetone_78,Batch5,0,0,0,1,0,1
S1,acetone_79,Batch5,0,0,0,1,0,1
S1,acetone_80,Batch5,0,0,0,1,0,1
S1,acetone_81,Batch5,0,0,0,1,0,1
S1,acetone_82,Batch5,0,0,0,1,0,1
S1,acetone_83,Batch5,0,0,0,1,0,1
S1,acetone_84,Batch5,0,0,0,1,0,1
S1,acetone_85,Batch6,0,0,0,1,0,1
S1,acetone_86,Batch6,0,0,0,1,0,1
S1,acetone_87,Batch6,0,0,0,1,0,1
S1,acetone_88,Batch6,0,0,0,1,0,1
S1,acetone_89,Batch6,0,0,0,1,0,1
S1,acetone_90,Batch6,0,0,0,1,0,1
S1,acetone_91,Batch6,0,0,0,1,0,1
S1,acetone_92,Batch6,0,0,0,1,0,1
S1,acetone_93,Batch6,0,0,0,1,0,1
S1,acetone_94,Batch6,0,0,0,1,0,1
S1,acetone_95,Batch6,0,0,0,1,0,1
S1,acetone_96,Batch6,0,0,0,1,0,1
S2,air_1,Batch2,0,0,0,1,0,1
S2,baseline_1,Batch1,1,0,0,0,0,0
S2,reference_1,Batch2,0,0,0,1,0,1
S2,air_2,Batch2,0,0,0,1,0,1
S2,reference_2,Batch2,0,0,0,1,0,1
S2,air_3,Batch2,0,0,0,1,0,1
S2,baseline_3,Batch1,1,0,0,0,0,0
S2,reference_3,Batch2,0,0,0,1,0,1
S2,air_4,Batch2,0,0,0,1,0,1
S2,baseline_4,Batch1,1,0,0,0,0,0
S2,reference_4,Batch2,0,0,0,1,0,1
S2,air_5,Batch3,0,0,0,1,0,1
S2,baseline_5,Batch1,1,0,0,0,0,0
S2,reference_5,Batch3,0,0,0,1,0,1
S2,air_6,Batch3,0,0,0,1,0,1
S2,baseline_6,Batch1,1,0,0,0,0,0
S2,reference_6,Batch3,0,0,0,1,0,1
S2,air_7,Batch3,0,0,0,1,0,1
S2,baseline_7,Batch1,0,1,0,0,0,0
S2,reference_7,Batch3,0,0,0,1,0,1
S2,air_8,Batch3,0,0,0,1,0,1
S2,reference_8,Batch3,0,0,0,1,0,1
S2,air_9,Batch3,0,0,0,1,0,1
S2,reference_9,Batch3,0,0,0,1,0,1
S2,air_10,Batch3,0,0,0,1,0,1
S2,air_11,Batch3,0,0,0,1,0,1
S2,air_12,Batch3,0,0,0,1,0,1
S2,air_13,Batch3,0,0,0,1,0,1
S2,air_14,Batch3,0,0,0,1,0,1
S2,air_15,Batch3,0,0,0,1,0,1
S2,air_16,Batch3,0,0,0,1,0,1
S2,air_17,Batch3,0,0,0,1,0,1
S2,air_18,Batch4,0,0,0,1,0,1
S2,air_19,Batch4,0,0,0,1,0,1
S2,air_20,Batch4,0,0,0,1,0,1
S2,air_21,Batch4,0,0,0,1,0,1
S2,air_22,Batch4,0,0,0,1,0,1
S2,air_23,Batch4,0,0,0,1,0,1
S2,air_24,Batch4,0,0,0,1,0,1
S2,air_25,Batch4,0,0,0,1,0,1
S2,air_26,Batch4,0,0,0,1,0,1
S2,air_27,Batch4,0,0,0,1,0,1
S2,air_28,Batch4,0,0,0,1,0,1
S2,air_29,Batch4,0,0,0,1,0,1
S2,air_30,Batch4,0,0,0,1,0,1
S2,air_31,Batch4,0,0,0,1,0,1
S2,air_32,Batch4,0,0,0,1,0,1
S2,air_33,Batch4,0,0,0,1,0,1
S2,air_34,Batch4,0,0,0,1,0,1
S2,air_35,Batch4,0,0,0,1,0,1
S2,air_36,Batch4,0,0,0,1,0,1
S2,air_37,Batch4,0,0,0,1,0,1
S2,air_38,Batch4,0,0,0,1,0,1
S2,air_39,Batch4,0,0,0,1,0,1
S2,air_40,Batch4,0,0,0,1,0,1
S2,air_41,Batch4,0,0,0,1,0,1
S2,air_42,Batch4,0,0,0,1,0,1
S2,air_43,Batch4,0,0,0,1,0,1
S2,air_44,Batch4,0,0,0,1,0,1
S2,air_45,Batch4,0,0,0,1,0,1
S2,air_46,Batch4,0,0,0,1,0,1
S2,air_47,Batch4,0,0,0,1,0,1
S2,air_48,Batch4,0,0,0,1,0,1
S2,air_49,Batch5,0,0,0,1,0,1
S2,air_50,Batch5,0,0,0,1,0,1
S2,air_51,Batch5,0,0,0,1,0,1
S2,air_52,Batch5,0,0,0,1,0,1
S2,air_53,Batch5,0,0,0,1,0,1
S2,air_54,Batch5,0,0,0,1,0,1
S2,air_55,Batch5,0,0,0,1,0,1
S2,air_56,Batch5,0,0,0,1,0,1
S2,air_57,Batch5,0,0,0,1,0,1
S2,air_58,Batch5,0,0,0,1,0,1
S2,air_59,Batch5,0,0,0,1,0,1
S2,air_60,Batch5,0,0,0,1,0,1
S2,air_61,Batch5,0,0,0,1,0,1
S2,air_62,Batch5,0,0,0,1,0,1
S2,air_63,Batch6,0,0,0,1,0,1
S2,air_64,Batch6,0,0,0,1,0,1
S2,air_65,Batch6,0,0,0,1,0,1
S2,air_66,Batch6,0,0,0,1,0,1
S2,air_67,Batch6,0,0,0,1,0,1
S2,air_68,Batch6,0,0,0,1,0,1
S2,air_69,Batch6,0,0,0,1,0,1
S2,air_70,Batch6,0,0,0,1,0,1
S2,air_71,Batch6,0,0,0,1,0,1
S2,air_72,Batch6,0,0,0,1,0,1
S2,alcohol_1,Batch2,0,0,0,1,0,1
S2,alcohol_o1,Batch1,1,0,0,0,0,0
S2,alcohol_2,Batch2,0,0,0,1,0,1
S2,alcohol_o2,Batch1,1,0,0,0,0,0
S2,alcohol_3,Batch2,0,0,0,1,0,1
S2,alcohol_o3,Batch1,1,0,0,0,0,0
S2,alcohol_4,Batch2,0,0,0,1,0,1
S2,alcohol_o4,Batch1,0,1,0,0,0,0
S2,alcohol_5,Batch2,0,0,0,1,0,1
S2,alcohol_o5,Batch1,1,0,0,0,0,0
S2,alcohol_6,Batch2,0,0,0,1,0,1
S2,alcohol_o6,Batch1,1,0,0,0,0,0
S2,alcohol_7,Batch2,0,0,0,1,0,1
S2,alcohol_o7,Batch1,1,0,0,0,0,0
S2,alcohol_8,Batch2,0,0,0,1,0,1
S2,alcohol_o8,Batch1,1,0,0,0,0,0
S2,alcohol_9,Batch2,0,0,0,1,0,1
S2,alcohol_o9,Batch1,1,0,0,0,0,0
S2,alcohol_10,Batch2,0,0,0,1,0,1
S2,alcohol_o10,Batch1,1,0,0,0,0,0
S2,alcohol_11,Batch3,0,0,0,1,0,1
S2,alcohol_o11,Batch1,0,1,0,0,0,0
S2,alcohol_12,Batch3,0,0,0,1,0,1
S2,alcohol_o12,Batch1,1,0,0,0,0,0
S2,alcohol_13,Batch3,0,0,0,1,0,1
S2,alcohol_14,Batch3,0,0,0,1,0,1
S2,alcohol_15,Batch3,0,0,0,1,0,1
S2,alcohol_16,Batch3,0,0,0,1,0,1
S2,alcohol_17,Batch3,0,0,0,1,0,1
S2,alcohol_18,Batch3,0,0,0,1,0,1
S2,alcohol_19,Batch3,0,0,0,1,0,1
S2,alcohol_20,Batch3,0,0,0,1,0,1
S2,alcohol_21,Batch3,0,0,0,1,0,1
S2,alcohol_22,Batch3,0,0,0,1,0,1
S2,alcohol_23,Batch3,0,0,0,1,0,1
S2,alcohol_24,Batch3,0,0,0,1,0,1
S2,alcohol_25,Batch3,0,0,0,1,0,1
S2,alcohol_26,Batch3,0,0,0,1,0,1
S2,alcohol_27,Batch3,0,0,0,1,0,1
S2,alcohol_28,Batch3,0,0,0,1,0,1
S2,alcohol_29,Batch3,0,0,0,1,0,1
S2,alcohol_30,Batch3,0,0,0,1,0,1
S2,alcohol_31,Batch3,0,0,0,1,0,1
S2,alcohol_32,Batch3,0,0,0,1,0,1
S2,alcohol_33,Batch3,0,0,0,1,0,1
S2,alcohol_34,Batch3,0,0,0,1,0,1
S2,alcohol_35,Batch3,0,0,0,1,0,1
S2,alcohol_36,Batch3,0,0,0,1,0,1
S2,alcohol_37,Batch3,0,0,0,1,0,1
S2,alcohol_38,Batch3,0,0,0,1,0,1
S2,alcohol_39,Batch3,0,0,0,1,0,1
S2,alcohol_40,Batch3,0,0,0,1,0,1
S2,alcohol_41,Batch3,0,0,0,1,0,1
S2,alcohol_42,Batch3,0,0,0,1,0,1
S2,alcohol_43,Batch3,0,0,0,1,0,1
S2,alcohol_44,Batch4,0,0,0,1,0,1
S2,alcohol_45,Batch4,0,0,0,1,0,1
S2,alcohol_46,Batch4,0,0,0,1,0,1
S2,alcohol_47,Batch4,0,0,0,1,0,1
S2,alcohol_48,Batch4,0,0,0,1,0,1
S2,alcohol_49,Batch4,0,0,0,1,0,1
S2,alcohol_50,Batch4,0,0,0,1,0,1
S2,alcohol_51,Batch4,0,0,0,1,0,1
S2,alcohol_52,Batch4,0,0,0,1,0,1
S2,alcohol_53,Batch4,0,0,0,1,0,1
S2,alcohol_54,Batch4,0,0,0,1,0,1
S2,alcohol_55,Batch4,0,0,0,1,0,1
S2,alcohol_56,Batch4,0,0,0,1,0,1
S2,alcohol_57,Batch4,0,0,0,1,0,1
S2,alcohol_58,Batch4,0,0,0,1,0,1
S2,alcohol_59,Batch4,0,0,0,1,0,1
S2,alcohol_60,Batch4,0,0,0,1,0,1
S2,alcohol_61,Batch4,0,0,0,1,0,1
S2,alcohol_62,Batch4,0,0,0,1,0,1
S2,alcohol_63,Batch4,0,0,0,1,0,1
S2,alcohol_64,Batch4,0,0,0,1,0,1
S2,alcohol_65,Batch4,0,0,0,1,0,1
S2,alcohol_66,Batch4,0,0,0,1,0,1
S2,alcohol_67,Batch4,0,0,0,1,0,1
S2,alcohol_68,Batch4,0,0,0,1,0,1
S2,alcohol_69,Batch5,0,0,0,1,0,1
S2,alcohol_70,Batch5,0,0,0,1,0,1
S2,alcohol_71,Batch5,0,0,0,1,0,1
S2,alcohol_72,Batch5,0,0,0,1,0,1
S2,alcohol_73,Batch5,0,0,0,1,0,1
S2,alcohol_74,Batch5,0,0,0,1,0,1
S2,alcohol_75,Batch5,0,0,0,1,0,1
S2,alcohol_76,Batch5,0,0,0,1,0,1
S2,alcohol_77,Batch5,0,0,0,1,0,1
S2,alcohol_78,Batch5,0,0,0,1,0,1
S2,alcohol_79,Batch5,0,0,0,1,0,1
S2,alcohol_80,Batch5,0,0,0,1,0,1
S2,alcohol_81,Batch5,0,0,0,1,0,1
S2,alcohol_82,Batch5,0,0,0,1,0,1
S2,alcohol_83,Batch5,0,0,0,1,0,1
S2,alcohol_84,Batch5,0,0,0,1,0,1
S2,alcohol_85,Batch6,0,0,0,1,0,1
S2,alcohol_86,Batch6,0,0,0,1,0,1
S2,alcohol_87,Batch6,0,0,0,1,0,1
S2,alcohol_88,Batch6,0,0,0,1,0,1
S2,alcohol_89,Batch6,0,0,0,1,0,1
S2,alcohol_90,Batch6,0,0,0,1,0,1
S2,alcohol_91,Batch6,0,0,0,1,0,1
S2,alcohol_92,Batch6,0,0,0,1,0,1
S2,alcohol_93,Batch6,0,0,0,1,0,1
S2,alcohol_94,Batch6,0,0,0,1,0,1
S2,alcohol_95,Batch6,0,0,0,1,0,1
S2,alcohol_96,Batch6,0,0,0,1,0,1
S2,acetone_1,Batch2,0,0,0,1,0,1
S2,acetone_o1,Batch1,1,0,0,0,0,0
S2,acetone_2,Batch2,0,0,0,1,0,1
S2,acetone_o2,Batch1,0,1,0,0,0,0
S2,acetone_3,Batch2,0,0,0,1,0,1
S2,acetone_o3,Batch1,1,0,0,0,0,0
S2,acetone_4,Batch2,0,0,0,1,0,1
S2,acetone_o4,Batch1,0,1,0,0,0,0
S2,acetone_5,Batch2,0,0,0,1,0,1
S2,acetone_o5,Batch1,1,0,0,0,0,0
S2,acetone_6,Batch2,0,0,0,1,0,1
S2,acetone_o6,Batch1,1,0,0,0,0,0
S2,acetone_7,Batch2,0,0,0,1,0,1
S2,acetone_o7,Batch1,1,0,0,0,0,0
S2,acetone_8,Batch2,0,0,0,1,0,1
S2,acetone_o8,Batch1,1,0,0,0,0,0
S2,acetone_9,Batch2,0,0,0,1,0,1
S2,acetone_o9,Batch1,1,0,0,0,0,0
S2,acetone_10,Batch2,0,0,0,1,0,1
S2,acetone_o10,Batch1,1,0,0,0,0,0
S2,acetone_11,Batch3,0,0,0,1,0,1
S2,acetone_o11,Batch1,1,0,0,0,0,0
S2,acetone_12,Batch3,0,0,0,1,0,1
S2,acetone_o12,Batch1,1,0,0,0,0,0
S2,acetone_13,Batch3,0,0,0,1,0,1
S2,acetone_14,Batch3,0,0,0,1,0,1
S2,acetone_15,Batch3,0,0,0,1,0,1
S2,acetone_16,Batch3,0,0,0,1,0,1
S2,acetone_17,Batch3,0,0,0,1,0,1
S2,acetone_18,Batch3,0,0,0,1,0,1
S2,acetone_19,Batch3,0,0,0,1,0,1
S2,acetone_20,Batch3,0,0,0,1,0,1
S2,acetone_21,Batch3,0,0,0,1,0,1
S2,acetone_22,Batch3,0,0,0,1,0,1
S2,acetone_23,Batch3,0,0,0,1,0,1
S2,acetone_24,Batch3,0,0,0,1,0,1
S2,acetone_25,Batch3,0,0,0,1,0,1
S2,acetone_26,Batch3,0,0,0,1,0,1
